company,job,description,link,link_status
Stryker,Master Data Analyst (Hybrid),"Why join Stryker?:Our total rewards package offering includes bonuses, healthcare, insurance benefits, retirement programs, wellness programs, as well as service and performance awards - not to mention various social and recreational activities, all of which are location specific.Who We Want:Collaborative partners.** People who build and leverage cross-functional relationships to bring together ideas, information, use cases, and industry analyses to develop best practicesAnalytical problem solvers. **People who go beyond just fixing to identify root causes, evaluate optimal solutions, and recommend comprehensive upgrades to prevent future issues.Goal-oriented**:Keeping the customer and requirements squarely in focus, people who deliver safe and robust solutions.Detail-oriented process improvers.** Critical thinkers who naturally see opportunities to develop and optimize work processes - finding ways to simplify, standardize and automate.Dedicated achievers.** People who thrive in a fast-paced environment and will stop at nothing to ensure a project is complete and meets regulations and expectations.What you will do:The Analyst, Customer MDM is responsible for managing workflows involving customer master data creation/updates, process improvement, and maintenance within the relevant ERP system. A high level of accuracy and attention to detail is required.Work with relevant stakeholders and processes to maintain corporate customer master database, including set-up and maintenance of customer information within ERP system.Work with cross-divisional business units and appropriate team members to troubleshoot Customer Master Data sales area issues.Identify issues and risks to appropriate team members relating to Customer Master Data and potential adverse impacts to the business.- Primary interaction with cross-functional areas (such as field personnel, Finance, Compliance, etc.)Understand and use available databases and ERP systems required for the workgroup.Minimal supervision, assist in maintaining policies and procedures, respond to incoming inquiries.Perform other duties as assigned.Accuracy and attention to detail is critical for this position.Support stakeholder SLA’s and work to provide KPI’sWhat you needEducation & special trainings:Bachelor’s Degree in Accounting, Finance, Business, IS or related disciplineFluent spoken and written English. Any other language is a plusMust have excellent verbal and written interpersonal communications skillsExcellent analytical skillsExceptional skills in applicable Microsoft software programsBusiness Intelligence tools preferred (Microsoft reporting, PowerBi)Major ERP systems experience (SAP or MDG, Oracle, JD Edwards)Must be able to organize with the ability to prioritize work and keep accurate and detailed recordsMust have excellent time management skills with the ability to use independent judgment effectivelyMust be able to understand and work within complex interdivisional procedures and policiesQualifications & experience:2-5 years maintaining master data records (customer master preferred)Physical & mental requirements:Ability to work well with cross-functional teams and multi-taskExcellent communication (verbal and written) and interpersonal skills, attention to detail, and ability to communicate complicated issues effectivelyDemonstrated ability to perform consistently under varying business pressure as well as ability to adapt to a quickly changing environmentComputer or technical knowledgeEffective problem-solving skillsLi-LATAMKnow someone at Stryker?:",https://www.emprego.pt/en/jobs/show/30438217661998371668432316083,existe
Thermo Fisher Scientific,Cash Application Analyst I,"Propósito general del puesto:El trabajo es predominantemente analítico, requiere de entrenamiento especializado y que implica el ejercicio frecuente de discreción y juicio. El conocimiento generalmente se adquiere a través de un curso prolongado de estudio y/o especialización a través de años acumulados de experiência laboral, en el área de contabilidad o finanzas. Analista que efectúa labor de análisis en el área de contabilidad o finanzas. Aplica conocimientos profesionales para sintetizar información y elaborar conclusiones a los requerimientos solicitados.Principales ResponsabilidadesMantiene las cuentas de los clientes corporativos complejos a nível global, según las categorías y el nível de servicio establecido por Thermo Fisher Scientific.Brinda servicio al cliente respondiendo y resolviendo disputas de clientes y preguntas ad-hoc que requieren investigación compleja; colabora escalando consultas y proporciona actualizaciones a líderes; procede con negociación y resolución de disputas; educa a los socios comerciales sobre las mejores prácticas para impulsar el cumplimiento en toda la empresa.Soporta el procesamiento de documentos y gestión de datos al validarlos para la resolución de problemas mediante el uso de revisiones analíticas exhaustivas en múltiples sistemas; calcula e ingresa transacciones que afectan los estados financieros; completa investigaciones complejas para el movimiento de fondos; cumplimiento y verificación de contratos; revisa e investiga el libro mayor, los estados financieros y las entradas del sistema transaccional para identificar y resolver las discrepancias de las transacciones; analiza la actividad contable e investiga para identificar causas de problemas presentados por clientes o procedimientos de control.Contribuye al control de calidad, mediante la revisión de la documentación para la precisión y el cumplimiento de las normas; notifica al equipo de liderazgo los problemas o inquietudes de calidad, identificando tendencias de datos y problemas en sistemas y/o procesos.Completa el trabajo asignado y prioridades mediante el uso de políticas, datos y recursos; colaborando con gerentes, compañeros de trabajo, clientes y otros implicados en los procesos; identifica prioridades, plazos y expectativas; determina y recomienda formas de abordar oportunidades de mejora; se adapta y aprende del cambio, las dificultades y realimentación que se le brinda.Cumple con las políticas, procedimientos y estándares de ética e integridad de la compañía mediante la implementación de planes de acción relacionados; utilizando la política de puertas abiertas; y los aplica en la ejecución de procesos.Mantiene el involucramiento y la comunicación por medio de teléfono, correo electrónico, chat o cualquier otro medio con los clientes internos y externos implicados en los procesos.Apoya en el proceso de auditorías internas y externas, manteniendo los controles de los procedimientos operativos completos y correctos, así como brindando la información solicitada.Identifica oportunidades de optimización y mejora continua de los procesos relacionados con el departamento, para establecer nuevas estrategias y aplicar mejores prácticas.Brinda soporte y/o asesoría a los miembros del equipo, en la investigación y resolución de cualquier duda que se pueda presentar a nível de proceso en escenarios de mediana complejidad.Brinda soporte y realiza cualquier otra solicitud que se requiera por necesidad de la empresa.Requisitos Básicos (indispensables):Técnico Universitario o estudiante de bachillerato universitario en Contabilidad, Administración y Finanzas y/o el equivalente a mínimo 4 años de experiência en el área contable/finanzas.Experiência en Shared Service Centers.Nível de inglés B2+.MS Office: Word, Power Point, Outlook - Excel intermedio.Experiência en portales bancarios.Experiência en al menos los siguientes ERP (SAP, Oracle, JDEdwards y/o Mainframe).Competencias:Poner al cliente primero.Hacerse dueño de sus resultados.Encontrar una mejor forma de hacer las cosas todos los días.",https://www.emprego.pt/en/jobs/show/30438224745548095972900136628,existe
Experian,Continuous Improvement Lead,"Company DescriptionExperian is the world’s leading global information services company. During life’s big moments - from buying a home or a car, to sending a child to college, to growing a business by connecting with new customers - we empower consumers and our clients to manage their data with confidence. We help individuals to take financial control and access financial services, businesses to make smarter decisions and thrive, lenders to lend more responsibly, and organisations to prevent identity fraud and crime.We have 20,000 people operating across 44 countries and every day we’re investing in new technologies, talented people, and innovation to help all our clients maximise every opportunity.Job Description*Description*This role has a global remit within Global Finance to shape lead and deliver critical, large-scale improvement/ optimisation projects to drive significant impact and provide internal consultancy.Reporting to the VP of Global Finance Productivity and Process Improvement, the Continuous Improvement Lead is part of the Finance COE team.The Finance COE is a global team, of around 100 specialists located in 7 different countries, providing a range of critical services and specialist capabilities to drive the standardisation, optimisation and automation of Experian’s global finance processes and systems and to enable and support productivity and continuous process improvement across the Global Finance function of approximately 1,000 Finance professionals and stakeholders.What you´ll do:Lead, drive and deliver critical, large-scale improvement / optimization projects (Black Belt level), within Finance globally to address ‘big problems’ and drive significant impact.Investigate and analyse key finance and business processes, proactively identify inefficiencies and opportunities for improvement optimization and standardisation, develop and evaluate improvement ideas and options, agree actions and secure the buy-in and commitment of senior stakeholders.Coordinate cross-functionally and globally within all parts of Finance and where needed outside Finance on end-to-end processes to ensure the success of the agreed objectives and initiatives to drive productivity improvement across Global Finance.Use Lean Six Sigma expertise to provide internal consultancy support on strategic initiative / objectives, within and across the global and regional Finance processes / systems to proactively identify and investigate opportunities to drive process improvement / optimization to confirm and initiate projects where appropriate.Support the Lean Six Sigma certification program (EmPower & EmPower plus) across Global Finance, such as providing coaching and support for finance and, where appropriate/necessary, non-finance individuals to complete Lean Six Sigma Yellow/Green/Black Belt certification following initial training.Ensure required process governance, performance measures and process / business controls are in place for all Finance processes in scope to ensure a high level of process rigour and control, including meeting requirements of the Internal Controls over Financial Reporting (ICFR) framework.Populate, maintain and manage the standard Process mapping software (BlueWorks or similar), to ensure in scope processes are mapped, links from process to process are appropriately documented, and the associated process relevant information are documented in the process mapping software (e.g. RACI, controls, process KPIs, etc).Advocate and promote EmPower culture within and across all finance teams, encouraging employee-led change and the use of EmPower tools to drive continuous improvement and increase employee enablement.Qualifications*What your background looks like*:University degree in Finance, Accounting, Computer Science, Engineering or similar.Lean Six Sigma Master Black Belt certified / practitioner.10+ years’ experience and strong track record in a leadership/management role, leading teams and process improvement workshops, process mapping etc.Demonstrable success in the use of advanced Lean Six Sigma tools and methodologies in a global context to deliver significant cross-functional process improvement projects in a global multi-national organisation.PRINCE2 or PMP Practitioner or similar Project Management certification would be useful.Experience with RPA/automation tools and/or good understanding of RPA guidelines and limitations.Strong experience of: using and driving BlueWorks software (or similar), which document process maps, links them and also captured within the software are associated process relevant information (e.g. RACI, controls, process KPIs, etc); use of data analytics and interpretation to identify, quantify and prioritise process improvement opportunities; identifying, implementing process and business controls; working with multifunctional teams including Finance, IT and external consultants.Exce",https://www.emprego.pt/en/jobs/show/30438227125178081481432295093,existe
Hangar Worldwide,Senior Production Designer - Cr0389,"Show the world what you can do.The Senior Production Designer independently creates production design solutions like image assets, display, social media banner resizes, digital layout refreshments, and digital templates, also provide supervision and oversight during the process and ensure that these solutions meet business requirements and goals. Reporting to the Production Design Lead, the Senior Production Designer must work with and sometimes provide oversight to a team of production specialists.In this role you will:Work closely with development Seniors and Leads to ensure that design specifications are implemented.Help the Production Design Lead to provide reliable quality assurance on production design deliverables.Collaborate in the success of a production scope, partnering with Producers and Leads to make sure deadlines are met on schedule and on budget. Anticipate issues and flags situations that might impact quality or delivery success.Collaborate with other disciplines Seniors to improve workflows and frameworks to ensure project success with client and user satisfaction.Participate in building and maintaining a rapport with clients, creative partners on the client-side, other partners agencies and vendors.Contribute to the innovative development of the XD department.Stay up to date with the latest design trends, systems, tools, technologies, and platforms, while fostering excellence, learning, and a collaborative environment among team members.What are we looking for? Besides a great attitude,You should have:4+ yrs. experience in advertising agencies, digital agencies, design agencies, and/or startups.Experience supervising and participating in teams working on production design projects such as site/app maintenance, digital marketing, illustration, digital animation and print, preferably for international clients and global brands.Experience with campaign development and digital products execution.Experience creating assets for digital products.Experience designing and implementing production design processes and standards with a strategic approach.Solid understanding of digital marketing, online advertising, and business strategy concepts.Solid understanding of interactivity and animation principles and best practices.Solid understanding of design principles, trends, systems, and structures.Extensive knowledge of Adobe Creative Suite (Photoshop, Illustrator, InDesign).Knowledge of Keynote, PowerPoint, After Effects and Adobe Animate.Knowledge of productivity tools: MS Office (Word, Excel, Outlook), remote collaboration tools (Slack, Zoom, Drive, Box, Paper, Evernote) and workflow management tools (Jira, Trello, Asana, Basecamp).Basic knowledge of UI design tools (Sketch, Adobe XD).It’s a plus if you have:Basic knowledge of HTML5 animation coding.Familiar with CMS and frameworks such as Bootstrap, Foundation, WordPress, and AEM.Familiar with OA platforms such as Thunder, Sizmek, DoubleClick, and Flash Talking.Competencies to be successful in this role:Attention to detailsManages complexityNimble learningDrives resultsCommunicates effectively",https://www.emprego.pt/en/jobs/show/30438238875754056434416674486,existe
Kyndryl,Cloud Software Full Stack Developer,"550220BRWhy KyndrylOur world has never been more alive with opportunities and, at Kyndryl, we’re ready to seize them. We design, build, manage and modernize the mission-critical technology systems that the world depends on every day. Kyndryl is at the heart of progress — dedicated to helping companies and people grow strong. Our people are actively discovering, co-creating, and strengthening. We push ourselves and each other to seek better, to go further, and we carry this energy to our customers. At Kyndryl, we want you to keep growing, and we’ll provide plenty of opportunities to make that happen.Your Role and ResponsibilitiesRequired Technical and Professional ExpertiseStrong knowledge on One or more key infrastructure tools/products like Active Directory, Ansible, Clustering, Load BalancerDeep understanding of Microservices architecture, ContainerizationHands on experience with Infrastructure as Code (Terraform, Ansible, Puppet, etc) and development of Zero-touch automation platformsExpertise on Modern Programming languagesBackend : Python / Node.js / GoLang.Front End : Angular.js / Ruby / Html / CSSCloud experience (AWS / Azure / Google)Databases technologies like ElasticSearch, MongoDB, DB2, Oracle, MySql with good SQL skillsHands on experience with Agile team project delivery practices.Preferred Technical and Professional ExperienceGood Experience on Dev ops tools for continuous build and deploy - CI/CD (Jenkins), Static code Analysis ToolsExperience with container technologies (Docker, K8s, etc.)Required EducationBachelor's DegreePreferred EducationMaster's DegreeCountry/RegionCosta RicaState / ProvinceHEREDIACity / Township / VillageHerediaKyndryl is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. Kyndryl is also committed to compliance with all fair employment practices regarding citizenship and immigration status.Other things to knowPrimary job categoryTechnical SpecialistRole ( Job Role )Application DeveloperEmployment TypeFull-TimeContract typeRegularPosition TypeProfessionalTravel RequiredSome travel may be required based on business demandCompany(Y014) Kyndryl Costa Rica, Sociedad de Responsabilidad LimitadaIs this role a commissionable/sales incentive based position?No",https://www.emprego.pt/en/jobs/show/30438240757321951952790939319,existe
Kyndryl,Devsecops-sre Developer,"550223BRWhy KyndrylOur world has never been more alive with opportunities and, at Kyndryl, we’re ready to seize them. We design, build, manage and modernize the mission-critical technology systems that the world depends on every day. Kyndryl is at the heart of progress — dedicated to helping companies and people grow strong. Our people are actively discovering, co-creating, and strengthening. We push ourselves and each other to seek better, to go further, and we carry this energy to our customers. At Kyndryl, we want you to keep growing, and we’ll provide plenty of opportunities to make that happen.Your Role and ResponsibilitiesThe Cloud DevSecOps SRE Developer will be responsible for- Implementing DevSecOps SRE solutions for enterprise customers.Cloud DevSecOps SRE Developers will help the clients transform their operations from a traditional into a DevSecOps oriented modelDevelop software for deployment automation, packaging and monitoring.Debug and troubleshoot service bottlenecks throughout the whole software stack. Measure and monitor availability, latency, and overall system health.Build CI / CD pipelines with experience in integrating various CI / CD tools, test automation, security scans,Required Technical and Professional ExpertiseThe DevSecOps SRE developer will possessKnowledge of Cloud Platforms & Services - AWS, Azure, GCPStrong experience in various DevSecOps SRE functions - Continuous Integration, Continuous Delivery, Continuous Deployment, Continuous Operations and Continuous MonitoringAbility to operate seamlessly between various functions of the DevSecOps SRE process.Strong skills in implementing pipelines and integrating tools such as Jenkins, Github, Github Actions, JIRA, ArgoCD/ GoCD, Urban Code, ElK, jfrog, Slack, Selenium, Sonarqube or other equivalent tools, Security tools, monitoring tools.Hands-on experience with Infrastructure as Code, using CloudFormation, Terraform, Ansible or other toolsPreferred Technical and Professional ExperienceAdditional specialty certifications in DevSecOps on AWS/Azure or GCP are a plusGood understanding of the public cloud services IaaS, PaaS, cloud native management tools & cloud security conceptsHands on experience withAzure DevSecOps, AWS DevSecOps Services like Code Pipeline, Code Build, Code Deploy etc,Coding with PHP, Python, Perl and/or Ruby along with automation using either Puppet, Chef. Ansible etc.Deep understand of the API in at least one of the tools needed for DevSecOpsStrong Python programming skills, experience in developing operations automation scripts using cloud native servicesRequired EducationBachelor's DegreePreferred EducationMaster's DegreeCountry/RegionCosta RicaState / ProvinceHEREDIACity / Township / VillageHerediaKyndryl is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. Kyndryl is also committed to compliance with all fair employment practices regarding citizenship and immigration status.Other things to knowPrimary job categoryTechnical SpecialistRole ( Job Role )Systems Management SpecialistEmployment TypeFull-TimeContract typeRegularPosition TypeProfessionalTravel RequiredSome travel may be required based on business demandCompany(Y014) Kyndryl Costa Rica, Sociedad de Responsabilidad LimitadaIs this role a commissionable/sales incentive based position?No",https://www.emprego.pt/en/jobs/show/30438241771892876006816278200,existe
VMware,Senior Network Virtualization Engineer,"The Elevator Pitch: Why will you enjoy this new opportunity?Are you passionate about learning new technology and solving complex problems for key customers? VMware has a Technical Support role for you. You will be working on the latest and top of the line technology suite, becoming an expert in the industry.Our Global Support organization supports over 250,000 companies in 100+ different countries, and you can be part of an extraordinary team in an energetic, creative, and collaborative business environment.Success in the Role: What are the performance outcomes over the first 6-12 months you will work toward completing?As a Senior Technical Support Engineer, you will be responsible for assisting leadership as requested as well as the team with their customer’s technical issues. Key strengths for this role include mentoring, positive attitude, superior soft skills and expert level technical problem-solving skills. You will work with the team directly with the goal in mind of ‘complete customer satisfaction. You will also support multiple technical support teams, including TSE 1, 2 and other level 3 engineers on best practice, knowledge creation and escalations.We devise a specific training plan for each engineer to maximize their time and effort. Working with your peers, coaches, and online training programs to skill you up on the Global support processes and products and to understand how the technology works with ourOnce achieved, you will support our global engineers with their service requests and questions, to build their knowledge and technical skillsets. You will be supportive and approachable to the team’s engineers regarding all troubleshooting efforts, customer guidance, and building TSE knowledge.You will perform case audits, train and mentor TSEs, lead the Networking case clinic, and support engineers as they ask questions via online communication methods.Throughout this time, and your career at VMware, you will develop multiple skill sets through additional trainings, learning tools, research time and dedicated training days.The Work: What type of work will you be doing? What assignments, requirements, or skills will you be performing on a regular basis?As a Senior Technical Support Engineer, you will be responsible for resolving complex customer technical issues and supporting the team and the support operation. Key strengths for this role would be motivated, keen to learn, strong customer service and technical problem-solving skills, someone who embraces challenges.To be successful in this role, you will:Work independently to resolve customer, TSE, and team issues, supporting the management team in overall development of the team.Encourage team collaboration, participation, and team work at all levels within the department.Drive communication and technological skills, including, but not limited to Technical Expertise, Applied Logic, as well as Time, Queue and Customer management within the team.Be approachable to all TSEs and teach them to do the work, not do it for them.Be willing to jump in on any case at a moment’s notice as needed.Resolve complex queries while providing world class support to our customers. Including supporting TSEs with their challenges.As a Senior Technical Support Engineer, you will support the team, the operation and the field with customer escalations.Partner with Engineering, Field Teams and Technical experts to resolve issues to make it easier for customers to use our technology.Updating and creating knowledge articles for global circulation and use, based on the issues you have resolved.Work in an environment of trust, on-going development, and coaching, where you are empowered to develop and achieve success, surrounded, and supported by a team of highly skilled engineers and supported by a leadership team involved in and committed to your success.What skills, abilities, and experience are needed for this role?5+ years of relevant Technical Support Engineering in a role focused on Network Support/Virtualization.Fluent in spoken and written EnglishAdvanced experience with networking and understanding of L2/L3 networking protocols including switching technologies, routing fundamentals, IP subnetting and Address Management, firewalling and load balancersExperience with network components such as ASR routers, switches, firewalls, ASA, etc).Virtual networking components VSG, Nexus1000V, BGP & OSPF protocol, Cisco UCS and storageCCNA or equivalent certification and/or related work experienceFamiliarity with systems management concepts, processes, and standards (e.g. SNMP); capacity/performance management and tuning; and storage and network managementExperience crafting and/or supporting large enterprise deployments.Hands-on experience with Linux/UNIX based operating systems including strong CLI skill set and working knowledge of the general system and network troubles",https://www.emprego.pt/en/jobs/show/30438242196167989702135965369,existe
TechShop Internacional,Inspectores de Calidad,inspectores de calidad:TechShop InternacionalSan JoseSan Joséexperiência2 añosOtroindefinidojornada completasalario2200 horapublicadohace 5 horas,https://www.emprego.pt/en/jobs/show/30481972582624703959717387587,existe
TechShop Internacional,Supervisores de Producción en Industria,supervisores de producción en industria metalmecánica:TechShop InternacionalSan JoseSan Joséexperiência1 añosOtroindefinidojornada completasalario850000 mespublicadohace 5 horas,https://www.emprego.pt/en/jobs/show/30481973634089115957603120569,existe
"Marriott International, Inc",Supervisor-food & Beverage,"Fecha de publicación May 12, 2022Número de Empleo 22078632Categoría de Empleo Food and Beverage & CulinaryUbicación AC Hotel San Jose Escazu, Av. Escazu Complex Prospero Fernandez Highway, Escazu, Costa Rica, Costa Rica VER EN MAPAMarca AC HotelsHorario Full-Time¿Reubicación? NTipo de Posición Non-Management¿Ubicación remota? NEn AC Hotels creemos que prestar atención a los detalles es la mejor forma de demostrar generosidad hacia nuestros huéspedes. Ya se trate de una técnica creativa para servir una bebida o de las líneas elegantes de una butaca, en AC Hotels creemos que si hay tiempo para hacerlo, hay tiempo para hacerlo bonito. Nuestros huéspedes reconocen y aprecian la belleza genuina de AC Hotels. Comparten con nosotros su interés por los detalles. Les gusta sentirse parte de nuestra pequeña y discreta tribu internacional. De hecho, sentirse parte de un grupo de personas con similares intereses es una parte significativa del atractivo de AC.Buscamos personas que ofrezcan innovación cultural a nuestros equipos. Si es una persona creativa, con afición al arte, el diseño y la cultura, le invitamos a unirse al equipo de AC Hotels.Asegurar que el personal trabaje como equipo a fin de garantizar un servicio óptimo y que se satisfagan las necesidades de los huéspedes. Inspeccionar el aseo personal y la vestimenta del personal y rectificar cualquier deficiencia. Cumplir con las tareas de apertura y cierre, como organizar las provisiones y los instrumentos necesarios, limpiar todo el equipo y las áreas, cerrar las puertas con llave, etc. Inspeccionar la organización, limpieza y utilización del método FIFO en las áreas de depósito. Completar los inventarios programados y abastecer y pedir las provisiones necesarias. Controlar la disponibilidad de asientos, el servicio, la seguridad y el bienestar de los huéspedes en los comedores. Realizar las órdenes de trabajo para las reparaciones de mantenimiento. Asistir a la gerencia en la contratación, capacitación, organización, evaluación, asesoramiento, disciplina, motivación y entrenamiento de los empleados; y servir como ejemplo y primer punto de contacto del proceso de ""Garantía de tratamiento justo y política de puertas abiertas"".- Marriott International es un empleador que ofrece igualdad de oportunidades. Creemos en la importancia de contratar a una fuerza laboral diversa, así como apoyar una cultura inclusiva que anteponga a las personas. Nos comprometemos a respetar el principio de no discriminación por cualquier motivo protegido, como la discapacidad y condición de veterano o cualquier otra situación protegida por las leyes aplicables._",https://www.emprego.pt/en/jobs/show/30481974298171902611146978746,existe
DDD Soluciones Estratégicas,Project Manager,"Descripción de la empresaDiagnosticamos el estado actual de mercadeo y ventas y servicio al cliente de tu empresa y diseñamos la hoja de ruta para superar obstáculos y lograr metas y luego acompañamos el desarrollo del programa con verificación medición de resultados.Descripción del empleoConocimiento y manejo de CRM, Channel Manager y herramientas similaresGestión, monitoreo, análisis y medición de resultadosProponer y exigir una mentalidad de mejora continua en los procesosRequisitos:Sistemas y especialidad en Project ManagementInglés avanzadoExperiência laboral de cinco añosInformación adicionalFecha limite: A más tardar 30 de mayo 2022",https://www.emprego.pt/en/jobs/show/30481975441870035384697888068,existe
Moody's Investors Service,Sustainability Content Creator,"The Stakeholder Sustainability Engagement Manager is responsible for developing and implementing communications strategies to promote Moody’s stakeholder-oriented corporate sustainability initiatives.Drive sustainability stakeholder engagement including to employees, customers, and other partner organizations through a variety of initiatives.Create and draft messaging and narratives for use across internal and external audiences, in partnership with corporate comms, marketing, control groups and other business functions.Develop decks, draft talking points, briefings and other materials for internal and external events.Develop toolkits and other materials to advance targeted engagement with different stakeholder groups, including employees, customers, suppliers, stockholders, other partner organizations.Simplify technical materials, particularly on environmental sustainability, into drafts that can be understood by multiple stakeholders.Raise Moody’s profile as a sustainability leader with internal and external stakeholders.Support the development and execution of broader internal and external communications plans, both shortand long-term.Lead on development and execution of stakeholder engagement plans and materials for sustainability content and deliverables such as sustainability and TCFD reports, including media strategies, social media materials, video scripts, and messaging/talking points.Support the development of sustainability reports, write case studies, and develop other key materials throughout the year, including copy-editing.Collaborate with internal teams, including communications, business marketing teams, investor relations, and other internal groups.Maintain an ongoing understanding of market best practices and opportunities to promote sustainability thought leadership through outreach efforts.Gather and monitor feedback and metrics on sustainability activities.Impeccable English writing and editing skills is a must.Familiarity with sustainability topics, trends and reporting, including environmental, social and governance.Subject matter expertise on environmental sustainability is a plus.Track record of positive contributions towards building the external or internal sustainability profile of an organization is preferred.Ability to manage multiple stakeholders in an organization.Strong familiarity with global corporate sustainability trends, reporting requirements, best practices and promotion tactics.Results-oriented.4+ years of relevant experience.Education: Bachelor's degree in English language, journalism, literature, communications or a sustainability related field, from an accredited college/university.Master’s degree preferred.FIN/SustainabilityMoody’s is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation, gender expression, gender identity or any other characteristic protected by law.Moody’s Shared Services are the front line professionals including Finance, Technology, Legal, Compliance and Human Resources, that operationally support our business units. Exceptional Shared Services teams are vital to the international success of our business.At MIS, our workplace culture supports our mission to be the Agency of Choice for our customers, employees and future employees. Our Culture focuses on Excellence and embodies behavioral qualities such as Integrity, Responsiveness, Collaboration, Respect and Passion. Our people are our core asset and we look beyond outcomes to ensure that behaviors and interactions matter.",https://www.emprego.pt/en/jobs/show/30481975552550499826955197765,existe
TechShop Internacional,Set Up Man CNC,set up man cnc:TechShop InternacionalSan JoseSan Joséexperiência5 añosPetróleoindefinidojornada completasalario6000 horapublicadohace 5 horas,https://www.emprego.pt/en/jobs/show/30481975718571196490341162310,existe
TechShop Internacional,Técnicos Mecánicos de Precisión CNC,técnicos mecánicos de precisión cnc:TechShop InternacionalSan JoseSan Joséexperiência2 añosIngenieríaindefinidojornada completasalario3500 horapublicadohace 4 horas,https://www.emprego.pt/en/jobs/show/30481975737017940564050713927,existe
TechShop Internacional,Técnico en Mantenimiento Industrial,técnico en mantenimiento industrial:TechShop InternacionalSan JoseSan Joséexperiência2 añosOtroindefinidojornada completasalario2500 horapublicadohace 5 horas,https://www.emprego.pt/en/jobs/show/30481980108896285829655737787,existe
ZM Financial Systems,Sr. Systems Engineer,"Imagine what we can DEVELOP with youTrue leaders are always learning. Moody’s is home to information architects, thinkers, builders, and passionate problem solvers, a collection of diverse viewpoints working together to bring out our best. Join us. Forward Together.Moody’s Shared Services are the front line professionals including Finance, Technology, Legal, Compliance and Human Resources, that operationally support our business units. Exceptional Shared Services teams are vital to the international success of our business.DepartmentMITRole/ResponsibilitiesMoody’s is looking for a Storage and Backup Engineer with a solid understanding of DellEMC enterprise storage arrays and data protection systems.Design, implementation, and lifecycle management of Block storage systems.Design, implementation, and lifecycle management of file storage systemsDesign, implementation, and lifecycle management of backup solutions for Servers, Workstations and network attached storageDelegate projects and tasks to operations team.Collaborate with other teams to implement validated solutions for various projects and technologies.Serve as a point of escalation for storage and backup challenges.Design and implementation of Block storage migration.Design and implementation of file storage migration.Develop and Maintain appropriate controls, documentation, SOPs, etcEngage with vendors during sales cycle of new purchases and/or technology refreshes.Troubleshoot and identify system issues relating to hardware, software, capacity, performanceQualifications:4+ years of experience with implementation and administration of storage and backup systems.Experience with design, implementation and administration of enterprise and mid-range storage arrays which includes DellEMC’s VMAX, PowerMAX, XtremIO, Unity, Isilon, VNX and VNXe products.Experience with design, implementation and administration enterprise SAN switching technologies, such as Brocade and Cisco.Experience with design, implementation and administration of enterprise backup solutions which include DellEMC’s Avamar, Datadomain, IDPA and Data Protection Advisor.Experience with design, implementation and administration disaster recovery methodologies and data replication technologies, including SRDF, Open replicator and RecoverPoint.Basic understanding of Virtualization infrastructure components including ESXi, vSphere, vCenter,vSAN, vswitches,etcBasic understanding of Networking infrastructure components including Core switches, edge switches, Trunking, vLAN, etcPreferred Skills/Proficiency:Experience in scripting and automation using various programming languages (PERL, Python, Powershell, bash )Experience working with ServiceNowExperience working with DevOPs automation tools such as Ansible, Jenkins, etcExperience in Hyperconverged solution such as DellEMC VxRail and/or VSANExperience with public, private and hybrid cloud environmentsMust be fully vaccinated for COVID-19 (i.e., at least 2 weeks after last dose) and, if hired, present proof of vaccination on start date, as determined by Moody’s.For San Francisco positions, qualified applicants with criminal histories will be considered for employment consistent with the requirements of the San Francisco Fair Chance Ordinance.This position may be considered a promotional opportunity, pursuant to the Colorado Equal Pay for Equal Work Act.Click here to view our full EEO policy statement. Click here for more information on your EEO rights under the law. Click here to view our Pay Transparency Nondiscrimination statement.",https://www.emprego.pt/en/jobs/show/30481986620596943849127458236,existe
